attack_HEK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_HES_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_HND_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_HNN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_HOL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_HON_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_HUN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_HYD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ICL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_IDF_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_IMP_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_IND_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ION_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_IRE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_IRQ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ISR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ITA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_IVC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_JAI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_JAM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_JAP_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_JAS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_JAV_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_JOD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_JOH_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KAG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KAL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KAS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KAZ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KHI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KMT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KNY_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KOK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KOR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KRA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KRK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KUK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KUT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KWT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_KYR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LAD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LAT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LIB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LIE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LIP_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LIT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LIV_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LOM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LUA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LUB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LUC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_LUX_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MAD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MAH_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MAK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MAN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MAR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MAU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MCK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MEC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MEI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MEW_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MEX_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MGL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MLI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MLW_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MOD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MOL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MON_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MOR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MOZ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MSR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MTC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MUG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_MYS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NAG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NAL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NAM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NAS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NCI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NEJ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NEN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NEP_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NET_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NEW_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NGF_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NGR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NIC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NIG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NOR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_NZL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_OBO_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_OLD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_OMA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ORA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ORI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PAK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PAN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PAP_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PAR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PER_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PEU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PHI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PLC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PNM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_POL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_POR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PRG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PRU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_PUE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_QUE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RGR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RHO_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RHV_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ROM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RSR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RUS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RUT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RWA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_RYU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SAF_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SAR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SAT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SAU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SAX_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SCA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SCH_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SCO_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SEN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SER_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SGF_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SHI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SIA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SIC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SIE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SIK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SIN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SLE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SLO_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SLV_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SMR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SNG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SOK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SOM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SOV_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SPA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SRI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_STK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_STL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_STV_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SUD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SWE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SWI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SXI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SYR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_SZC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TAJ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TCR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TDT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TEX_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TIB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TKG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TKM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TKS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TNT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TNZ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TOG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TOS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TPG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TRA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TRE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TRI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TRN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TSW_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TUN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TUR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_TUS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_UBD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_UCA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_UGA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_UKR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_URU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_USA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_UZB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_VEN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_VNZ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_WAL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_WEI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_WHA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_WIA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_WLL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_WUR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_XBI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_XIN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_YEM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_YNN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_YUC_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_YUG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_YZW_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ZAM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ZAN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ZHI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ZUL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
